# fyear
1978
# lyear
2014
# tyear
2002
# fage
3
# lage
6
# nweir
7
# naerial
6
# obs_H
596807 512126 605630 738035 390999 624156 478870 406734 620397 381709 911415 816263 258374 297830 317756 134711 99060 258027 159668 123158 71163 59037 46803 42143 47116 37106 56163 75197 87738 201664 134825 171516 175190 251797 240198 366721 353752
28808 25229 64982 60144 17503 61182 46352 28116 44174 23436 60544 55769 31830 37218 28343 10086 6885 15968 11320 5205 6121 6722 5550 5329 7352 4381 7129 5183 8150 13021 22793 24605 20670 24688 18033 35159 55797
164396 146227 180462 236344 122308 134169 148433 130993 222965 139787 270803 140915 100271 91036 69396 24547 58922 127248 139233 49301 12613 13026 7793 3005 7142 7851 6240 10111 15044 21919 18349 12185 38057 46260 27615 43800 73626
476868 334268 491692 369835 344328 315748 312913 464607 396449 289648 391336 434484 155613 213843 169612 58955 144741 315570 288981 103851 24905 20951 11373 7762 24228 29651 26550 29621 72071 38402 43613 29708 64919 30131 137480 131886 121667
# obs_plt
0 0 0 0 0 0 0 0 2027861 826384 1870407 1622327 931498 1232876 0 947190 1997186 3556445 0 1415641 826385 973708 456271 441450 1088463 1168518 1357826 2439616 3767044 1726885 1665667 1421646 1405533 1977808 2130404 2747218 1924425
# obs_plt_sd
0 0 0 0 0 0 0 0 202786 82638 187041 162233 93150 123288 0 94719 199719 65529 0 49672 18416 25694 12185 13488 31894 37933 31486 50279 96799 53697 83030 38241 95389 49361 51695 72656 57732
# obs_w_andr
0 0 0 147312 181352 110608 70125 0 167614 45221 68937 0 0 0 0 0 200981 172148 108450 51139 67720 32587 24785 0 44194 22461 64883 20127 102260 69642 57259 8770 72839 100473 56680 61234 37337
# obs_a_andr_e
127050 66471 0 81555 0 0 0 66146 83931 0 43056 0 0 31886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9300 736 1982 12889 0 10965 0
# obs_a_andr_w
57321 43391 114759 0 0 0 238565 52750 99373 35535 45432 0 0 46657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 617 0 25850 3877 24380 10020 0 9685 9650
# obss_anvk
307270 277712 482181 1479582 444581 362912 891028 1080243 1085750 455876 1125449 636906 403627 847772 775626 517409 1124689 1339418 933240 605752 487301 437356 196349 224058 459058 256920 365353 525391 605485 460121 374928 191566 396173 642527 484090 577877 399223
# obs_wS
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47295 77193 51269 48018 8113 5339 6727 0 13583 3056 5247 22093 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 148762 236890 129694 157975 49140 30076 24308 0 72232 37404 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27271 35031 25249 22556 86474 237481 0 44425 96731 156933 105398 248247 292082 285008 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51116 136886 158582 31800 21142 10155 11410 17946 33481 25999 37851 172259 261306 46257 36938 25904 47669 95796 83423 80055 32523
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 116735 100912 76454 0 11283 19376 3674 13150 6159 15661 26420 29166 6029 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5400 9984 0 0 0 5901 9165 3515 4773 0 0 0 0 0 4999 0 16516 7560 0 6882 21385 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5809 39450 30784 74827 35741 17289 23221 20516 14900 20837 0 47861 193085 111869 13069 4636 31035 22185 0 46251 59188 0
# obs_AS
17845 0 0 0 0 0 0 24576 0 0 13872 0 0 3977 4465 7867 0 12849 4380 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6011 15606 0 0
12821 1506 3702 1348 0 1263 0 10494 16848 4094 15132 0 3196 13150 5322 5486 0 10875 8490 0 0 0 0 0 0 0 0 0 7772 21825 12070 2120 1891 9454 20600 13695 0
41659 35598 11244 0 0 19749 0 19344 47417 7163 26951 0 1419 12491 12358 7698 0 29949 0 0 0 0 0 0 0 0 0 0 11658 15277 10715 0 0 8493 14948 13230 0
0 10962 10388 0 0 0 0 13232 12114 2123 9284 0 0 7003 9300 1807 6827 6438 0 0 0 0 0 0 0 0 0 0 0 0 20470 0 0 13228 0 0 0
5102 14221 19786 0 0 28141 0 22566 0 0 6890 0 0 9947 2986 0 8247 0 27091 0 0 0 0 0 0 0 0 0 0 0 0 3981 0 3665 23022 0 0
2262 0 0 0 0 1604 0 0 1778 0 2983 0 0 0 0 0 0 4985 2310 0 0 0 0 12527 18789 8487 25003 39700 22629 8470 9133 8434 0 11351 11045 0 0
# efn
25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25
# obs_age
0.026 0.043 0.01 0.004 0.035 0.015 0.022 0.014 0.004 0.009 0.006 0.008 0.013 0.007 0.001 0.006 0.001 0.021 0.005 0.003 0.001 0.001 0.006 0.002 0.013 0.012 0.038 0 0.007 0.011 0.013 0.026 0.082 0.007 0.005 0.001 0.004
0.716 0.627 0.779 0.412 0.647 0.557 0.769 0.678 0.363 0.598 0.684 0.393 0.483 0.476 0.319 0.597 0.405 0.542 0.523 0.318 0.737 0.394 0.578 0.209 0.641 0.714 0.522 0.926 0.292 0.538 0.415 0.593 0.762 0.475 0.708 0.42 0.399
0.249 0.319 0.202 0.572 0.3 0.416 0.203 0.296 0.616 0.349 0.298 0.595 0.478 0.511 0.643 0.367 0.58 0.408 0.439 0.643 0.239 0.592 0.395 0.763 0.32 0.255 0.436 0.069 0.701 0.355 0.524 0.355 0.151 0.508 0.254 0.565 0.54
